c_reviews,label
"i never ever seen unprofessional restaurant like this
below one star
pura faltu",1
good food and delicious snacks and drinks specialist in kabab soup,1
you will find very delicious food here and very good food service,1
great quality of food mutton biriyani was too good     ,1
food is superbmust try thali and tandoor items,0
staff was rude inappropriate attitude towards customer i definitely not paying a visit and highly recommend my friends and relatives not to pay a visit,1
its a nice place and the food is fine but not that great,-1
good quality food must try chicken pakoda,1
delicious food nice behaviour good service,1
"experienced a combination of stale and good food
",1
super  ,1
food is good one thing i complaint is dirty washroom,-1
very good excellent servicefoods are  yummy,1
best biriyani n tandoor food  affordable price,1
good behaviour staff well maintained,1
the quality of the food is very good,1
had chicken biryani and the taste is really good,1
good,1
highly recommended for tandoori and kabab items  nice place to hangout ,1
lacks hygienestarters are good but main course is not upto the markneeds improvement,1
waste restaurant i have ordered tandoori chicken and tandoori fish which was not fresh and service of the management is not good,-1
they bet their best taste,1
mutton masala is the my favourite,0
environment is good and the best part is food food is yuuumm,1
nice food specially mutton handi,1
best dhabaluv the biryani available here,1
food is ok,1
taste was   bestone of the best family dhaba,1
nice place for familygood behavior staff,1
best chicken chili,1
food items not good and also not fresh,-1
"chiken kurkure
tangdi kabab
khainga tanduri
taste is excellent",1
must try chicken kimma naan,0
chicken biryani bast kalinga fish tandri,0
nice dhaba at south odisha best paneer tikka,1
veg biriyani bast,0
veg biriyanipaneer khurmanaan,0
worst dhaba in berhampur,-1
eight,0
best pakhalo thali,1
ri lagila waa mu taa kete thara jaichi pura rii taste auu chicken kurkure taa kahiba kindi lagia j ,0
khela heichi they pura kere kera khaiba,0
the cake is,0
best biriyani ever,1
okditi krishna down ,0
okay okay,1
eight square,0
thank you somush boss,1
eight tests,0
thank you somuch bro,1
thank you somush,1
felt good,1
thank you somuch boss  ,1
best mallai tika,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
mast khana at berhampur,0
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
best biriyani,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch madam  ,1
any problem sir,-1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
very nice use,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch madam  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss  ,1
thank you somuch boss  ,1
thank you somuch boss  ,1
best dhaba,1
thank you somuch boss,1
nice indeed,1
bast biryani,0
thank you somuch boss,1
thank you somuch boss  ,1
thank you somuch boss,1
thank you somuch boss,1
real family,0
thank you somuch boss,1
thank you somuch boss,1
thank you somuch madam,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank u somuch boss,1
any problem sir,-1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch madam,1
thank you somuch boss,1
thank you somuch madam,1
thank you somush boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss your valuable feedback,1
thank you somuch boss,1
thank you somuch boss,1
thank you somuch boss,1
thank you somush boss,1
thank you somush,1
thank you somush,1
thank you somush boss,1
thank you somush boss,1
thank you somush madam,1
thanks alot boss,1
thank you somush boss,1
"thank you somuch
your satisfaction review on google
visit again sir
jay jaganath ",1
close the biryani,0
think caffee is truly a hidden gem the ambiance is cozy and inviting making it a perfect spot for both work and leisure their coffee is topnotch with a variety of brews that cater to different tastes the baristas are friendly and ,1
a lovely and cozy cafe situated over the canara bank in bijipur area on the way to the station the cafe offers a large array of continental dishes we had the spaghetti napolitana  alfredo pasta chicken  bbq chicken mini pizza stuffed ,1
a really nice place away from the hassle of the main town perfect place to visit with  friendsfamily or solo and just sit  relax over a cup of coffeetea the ambiance is very welcoming and charming and the service is unmatched the ,1
"its a nice place to hangout with friends and also good for office works and meetings they have separate rooms for those
tables with charging points are available ",1
"one of the best cafe in town with really nice ambience
food was very delicious interiors well designed
staff were polite and quick to help ",1
visited this place today had a great time nice ambience good vibes good music great staff their range of mocktails were great i wish they served cocktail here ,1
"ambience is photogenic almost every food i tried was delicious 
must visit 
they have charging points on some tables so that anyone can work from here and also they have a special room for party and celebrations  ",1
price is too high compared to alltaste is okplace is good and photogeniconly for one time visit,1
"food was amazing
especially cold coffee you ll feel like you are in paris
espresso shot coffee was amazing ",1
"ambiance  simple yet elegant

service  fabulous thats the highlight of the place ",1
one of the best cafe in town great ambiance with a positive vibe specially recommended to visit here on sunday they have the live music performance,1
delicious food and preety clean and neat place  although the behavior of the staff are sweet too  ,1
"ms sandhya is a good server 
very nice atmosphere and place is so comfortable",1
i was ordered chicken wrap it is completely useless and it is completely useless  that much food is bad  dont tell me properly dont know how to eat properly no taste no well cook so much discussion regarding the bad food but they will charged the full of amount well think cafe  people also thinning,-1
the place was great to hangout the food was nice i like pizza  and cold coffee was great the refreshment coffee  i love the place and the service was also good ,1
"would have gone for  stars coz of the interior and maintenance but the food quite dragged the rating down
not mentioning it as bad food but yes a bit dull and pricey is all i can say
have a try",-1
"i love the interiorit was so cool 
food was delicious n staffs are so polite n good
overall its too good to spend time with friends and families here ",1
very good service amazing food good experience visit again for sure,1
niceee ambience good food polite and helpful staffit was very sweet of them to help me change my americano to cappuccino that too after serving,1
the ambiance is good food is not upto the mark who gives bread with spaghetti also tired sandwich which is ok and over priced,1
"no idea about food or coffee my personal experience says unprofessional people  shows alot of thingsbut never stand on their words 
dont want to go again neither for work relate nor to handout with frnds ",-1
one of the best cafes in berhampur with good food and ambience prices are reasonable and the environment is warm,1
good cafe with very good service i got  off for students discount decor of the cafe was nice servers are efficient polite and good,1
an overpriced one compared to other cafes in berhampur good for only one time visit you can find better cafes at a budget price near that area,1
great place peaceful free wifi and good food very good customer service,1
we went to the cafe at around  pm the staff and the lady owner were sitting idle no one bothered to welcome us no one told us where to sit the tables were dirty they cleaned it  minutes after we entered ,-1
food was literally bad and it was just disgusting we ordered a chicken wings there was blood cells in it  and the  cheese burst garlic bread there was no garlic butter  cheese burst was just a dream in there overall i dont like the food but the ambiance is good,-1
its a nice place interior is impressive food quality is average can be better its a calm place dont judge it from its outside look,1
"worst cafe i have ever visited
the food was below average
they literally took  mins just to bring normal drinking water ",-1
"lovely ambience good coffee which origins from orissas koraput district

food is quite good",1
we visited your cafe for a birthday party on october   around  pm we kindly request you to review your pos system and cctv footage the quality of the iced coffee and the honeycoated french fries was disappointing ,1
i had my birthday party therend they surprised me with two mini pastry which made me feel so specialbut one thing disappointed me food delivery was too time consumingstaff were soo friendly soo it doesnt matterssomehow i felt good ,1
on reply to my previous review they told theres a cctv surveillance where they are tracking the behaviour of the customer how much time they wait how many items they eati would highly recommend you to hire a normal human being to taste ,1
we visited the place late evening and ordered a burger veg wrap pasta and a club sandwich french fries were served complimentary with most of the items the burger was not up to mark however the club sandwich and pasta was awesome,1
please dont order pizza  from this hotel  before sometime we ordered a pizza on zomato and we got a west  pizza and this message for zomato also ,1
awesome ambience beautiful place to hang out with friends delicious food too ,1
i just love the food,1
"good atmosphere and food 
lastly nice interior for photoshoot  ",1
"nice place to seat and have coffee or food
ambiance is 
you can come and hangout with friends ",1
some of the food preparation was great and some others were average but the best thing was courteous service and the ambiance not too loud music but subtle also subtle lights ,1
i would leave zero stars if i could sleepy service poor food quality the ambiance is good the food was not very good quality and was overpriced but staff behaviour was good again the food is not worth waiting for,1
overall experience is good but food could be better fish and chips french fries was good but fish fries was bit more batter coated and less fish in there,1
i dont know how is the place please go and decide,1
best caffe better than arra caffee,1
"we had a birthday celebration at think caffee yesterday

it was really so good i am so happy that it really went well everyone were ",1
excellent  food and ambience highly recommended ,1
no inverter present when there is current off  lots of mosquitos are present in the cafe and the serve is also not good when i visited  there was also nothing to order due current was cut off they offered to choose black tea  green tea or lemon ice tea rest nothing i had very bad experience,-1
"lovely place i had a great time the service was great 
ambience is nice best place to relax and enjoy a cup of tea or coffee if youre a coffee lover do visit ",1
their food is really the worst and when we give true review the owner asks the bill of my name  as if the person who has the bill of their name only had the food  and the bill was with name rupsha reddy do check  no doubt the interior was good but the customer service and their response to review shows why they are lacking behind ,1
tasty but costly above expected,-1
if anyone knows something about the rating system please help me out here so i can give less than one star  but i must say what i am here for i rarely go on the website to rate something but their service and food made me come here  the ,1
after ordering food you have to sleep i am grateful that my order came on the same day inshort servicing was veryyyyyy late food taste below average not recommended waste of money,1
good experience cafe food is very  ,1
food was really good  the service was also goodthe latte was great  i liked it and the chocolate chip cake was delightful the place is also photogenic  ,1
visited with abunch of friends they have a lovely ambiencevery gen x friendly we ordered a lot of food too as we were starving  ,1
"a nice place with beautiful ambiance and the staffs are so well mannered
the food was also tasted good
and a excellent place for bdays like celebrations ",1
"worst cafe in berhampur they serve undercooked  food moreover they gave us chicken pasta instead  of veg pasta on complaining about the same they gave us the same pasta after removing chicken pieces which was again cold and blant
i would not suggest anyone to try this cafe",-1
guys who can wait for  hr  min for them there will be no problem but for me like person its not possible to wait for a pizza,1
this cafe is awesome the behaviour of the staffs is so polite and friendly the ambience is excellent and price is reasonable i simply love in with it,1
so bad service do not ever visit this cafe they do not have chefs waiting time is beyond one hour for a dish taste and quantity is not upto the mark and its damn costly very bad ,-1
"awesome ambience
food is okay
price is slightly higher compared to other cafes at berhampur
recommended if you like working from cafe and for hangout with friends",1
nice place everyone should visit once,1
lovely experiencestaff were extremely  well behavedambience was on point and the food hit the spot perfectly overall a  experience,1
the atmosphere was pretty beautiful with wellkept employees and a choice of tasty meal selections ,1
very good cafe corporating staffs very fast serving best for couples and familys,1
i do not know who has given this cafe so much rating place is small food taste is horrible over priced delayed service not to mention they put service tax for water bottle too,-1
things inside the cafe is amazing the taste and the presentation up to the level  berhampur is amazing the best cafe as think caffee  do visit for great photo and taste  recommended with family and frnd for celebrating your special occasion,1
dont ever go to this place this place has nothing good even the service is not good the place was not even crowded still late service food tastes disgusting not even well cooked as the name suggests think before you go do think,-1
taste of food were horrible even the cold coffee tasted bad but the area is quite beautiful to take pictures,1
"the food was really great and the ambience was very soothing

also its a great place to work and enjoy a cup of coffee",1
i visited this place today and had nice experience liked the place very much and food is good i liked the way bhumika  interacts with people and asks about the experience and all,1
food was good  we came for stand up comedy   but food is bit costly as per berhampur,1
its an wonderful caf with a lovely atmosphere you can enjoy your evening with stunning food absolutely photogenic place,1
the environment is peace and perfect specially staffs are very cooperative and helpfullove the way they serve chicken lollipops,1
nice ambience and good quality and delicious food polite behaviour of staff,1
nice ambience behaviour was too good as well as food must do visit,1
this is very wonderful and awesome place this is best cafe of odisha  i like this cafe very much so request to all people are visiting this cafe ,1
nyc  cool environment with a great interior i enjoy the food and service  ,1
sugar is very low so please make it in a proper amount  baki sab mast ,1
best caffee in odisha ever i have tried prawn cocktail as a appetizer and a chefs signature dish for all time,1
great place for a date or having fun with friends loved the food and the service will be a regular customer  ,1
awesome place to check out when in berhampur barista was nice knows the art of making coffee well recommended for food as well,1
"this place didnt meet my expectations
they are showing it as no  cafe of berhampur but it is notit was just an average cafe if you want to visit the place you can",0
nice ambience well behaved staff and the taste is amazing,1
its a nice place for spending your loveable time  ,1
this place is a great combination of good food nice ambiance and peaceful environment ,1
"its really a cool place to chill with warm coffee as well as cappuccino 
i really liked this place ",1
nice ambience and cool food toosuggest anyones pls visit and enjoy,1
such an amazing and minimilastic place great environment with amazing food  must give it a try,1
amazing  ,1
great place especially the standup comedy show gave me a good experience,1
food quality is very chief test quality very worst and very slow service,-1
not paisa wasool wala cafe but atomshphere is supercool,0
"very much time taking for serving food
test of food also not good i think it was a bad day for me",-1
we ordered pasta the gave us undercooked chicken pasta later argued that we ordered it food wasnt good,-1
ambience was good but food quality need to improve so bad in taste,-1
amazing food and wonderful ambience service is great too,1
"good ambience and taste
have a visit to this place near bijipur square",1
i am visited  times but they are increasing price every time for same coffee and same item,0
they have friendly staff  pancake here is to die for  and tryout the chicken periperi pizza,-1
disgusting management skill of employees and also the owner who dont even know how to treat with the customers and also the employees his own restaurant,-1
chif quality food price is very expensive but test very bed,0
price is too high but taste was good,1
best cafepaneer sandwich was excellent love to the environment too,1
best in berhampur food and beverages are excellent staffs are so polite,1
one of the best cafe in berhampurmac n cheese mind blowinglove to visit again,1
best cafe in town with the best interior for pictures and the best menu,1
"very nice coffee
i really impress this coffee service",1
awesome taste good ambience and interior design is great ,1
overall taste is good keep going best of luck  ,1
"interior is fabulous
and the food taste is also good
costs are also in affordable rates",1
"nice place to hangout and vibe
food was good as well",1
"good food service atmosphere
good restaurants  ",1
"nice food
excellent service
very good ambience",1
"food was awesome n the decorations 
must visit ",1
quality of food  n behaviour was too good,1
"food and environment both are good 
even management service is good from runa",1
food was so good and service is purely professional,1
think cafee staffs are best ever as per their politeness  dignity,1
think caffee ornwers have a great idea to launch a caffee outlet in berhampur,1
the place was too good serving can be better,1
this star only for interior and place but food was not good,-1
nice ambiance and host are good,1
everything was at its top staffs were cooperative and caring,1
the ambience is great a good hangout place,1
the food was flavourfulhighly recommended,1
really great ambience and good food ,1
best cafe in berhampur delicious food too,1
very helpful staffs and awesome experience,1
food was  ambience ,0
environment cool they promote and serves koraput coffee,1
is that a cafe i dont have any word to describe that,0
nice interiorstaffs are gooddrinks are very nice,1
"service coffee pasta its just awesome

should try",1
great place to have delightful food experience,1
nice place,1
its awesome coffee,1
loved the food and ambience  ,1
best food,1
everything is perfect i just love it ,1
food is too good nyc place,1
enjoyed a lot such a nice environment,1
just awesome ,1
chicken lollypop is very nice,1
a good place to hang out,1
really really good cafegood coffee,1
noice good food,1
very nice,1
good food,1
nice one,1
very nice place  ,1
"hi praveen
it was lovely to have you and your family at the cafe we are glad you had a good experience here
do visit us again   ",1
nice experience  ,1
"hi lokanath
thank you for rating your experience at our cafe
do visit us again with your friends and family our entire premises is under cctv and that includes parking too ",1
awesome place,1
nice,1
awful place avoid,-1
hello think coffee,0
weast of money,0
"hi sugam kumar
so happy to know that you had a good experience at our cafe do visit us again with your friends and family  to try our newly launched menu ",1
"hi kruti
glad that you visited our cafe see you again to explore our menu and service alongwith discounts and offers ",1
stand up comedy mastt thaa,1
thank you  do visit us again ,1
average,0
thank you do visit us again,1
"hi sindhushree
it was wonderful having you at our cafe glad you had a good experience thank you for rating us do visit us again",1
goodbye,0
"hey prafulla
thank you for rating our cafe hope to see you again soon ",1
"hello trilok 
its good to know that you had a great experience at our cafe with your friends do visit us again to avail discounts and offers ",1
awsm,0
"hi kishan
glad you visited our cafe and had a good experience
thanks for the rating do visit again with your friends and family",1
"hi asutosh
thank you  do visit us again with your friends and family",1
"hi shristi
thank you 
we are glad that you had a good experience here in our cafe
do visit us again with your friends and family",1
"hey sangram
thank you for the feedback
would love to see you back again with your friends and family also pick our membership card for free to avail discounts and reedem points ",1
"hi sai
thank you for rating our cafe  we are glad that you loved our service food and ambience do visit us again with your friends and family",1
"hi sandhya
thank you for visiting our cafe and rating us hope you had a good time do visit us again with your friends and family",1
"hello vikash
thank you for rating our cafe we are glad you had a good experience here 
do visit us again with your friends and family",1
"hey jashmin
we are glad that you had a good time here  looking forward to see you again thank you for visiting and rating our cafe ",1
"hi rikka
thank you for visiting and rating our cafe do visit us again with your friends and family  ",1
"hi sambit
thank you for visiting our cafe and rating usdo visit us again with your friends and family",1
"hi aarya
we are glad that you had a lovely experience at our cafe with your friends  thank for rating us and following our insta page too 
do visit us again with your friends and family",1
"hi akash
thank you for leaving a rating for us glad you had a good experience here see you soon again with your friends and family",1
"hi shibani
its good to know that you had a wonderful experience at our cafe do visit us again with your friends and family",1
"hi lalit
glad to know that you had a good experience here at our cafe
thank you for rating us and do visit us again to savor our new menu ",1
"hi kavita
we are pleased to know that you loved our service  food and decor  thank you for visiting and rating our cafe do visit us again with your friends and family",1
"hey srimayee
we are super glad that you had a good experience here thank you for rating your experience here
do visit us again ",1
iron in berhampur  ,0
"hey jayashree
while we did observe that you had fun time at our cafe enjoying food n drinks we wouldnt want our customers to have such experience please share details with  more",1
"hi suraj
thank you for rating us
do visit us again with your friends and family",1
"hey piyush
we are glad to know that you had a good time and experience at our cafe
thank you for rating us and please do visit us again",1
"hi eshant
thank you for rating you experience we hope to continue our good service here do visit us again with your family and friends",1
"hi sachidananda
thank for rating our cafe  do visit us again for a wonderful experience next time ",1
"hello prakriti
thank you for your google review hope our good ambience service and food pleased you we try to be the best to our customer get a feedback if we are lacking  more",1
"hey iqbal
thank you for rating our cafe do visit us again with your family and friends",1
"hi jyoti
thank you for visiting and rating our cafe 
see you again with your friends and family ",1
"hey ashit
thank you for rating our cafe we are glad that our cafe food service and ambience has delighted you  more",1
"hi debdas

thats great to know that you had a good experience at our cafe do visit us again with your friends and family
thank you ",1
"hi subham
thank you very much for the google review excellent you have great time in our cafe ambience services coffee and food do visit us again with friends and  more",1
"hi priya
thanks for rating our cafe do visit us again with your friends and family",1
"hello nishaan

good to know you had a positive experience at our cafe with your friend thank you for rating our cafe do visit us again ",1
"hey novneet
it was nice interacting with you 
thank you fir your review do visit us again with your family and friends",1
"hi kshitij
thank you for rating our cafe we are glad you had a wonderful time at our cafe do visit us again with your family and friends",1
"hey juguni

thank you for rating our cafe do visit us again ",1
"hey kartik
thank you for rating our cafe hope you had a good time here do visit us again for a better experience next time",1
"hi netra
thank you for rating our cafe we hope you loved our food services and ambience do visit us again and recommend your friends too ",1
"hello silla
thank you very much for the google review we are sure you had a great time and enjoyed our ambience services  food do visit us again with your friends and family thanks",1
"hey harshita
thank you very much  see you again with your friends and family",1
hi yasoswini thank you for your good review to us do visit again i am sure we will give the best service coffee and food in the whole city best thanks a million,1
"hey palivela
thank you 
hope you a great time at our cafe do visit us again with your friends and family",1
"hey soumya
thank you  do visit us again ",1
"hi p varry
thank you very much 
glad that you enjoyed our cafe ambience services coffee and food do visit us  more",1
"hi priti
thank you ",1
"hii
thank you  do visit us again for a better experience",1
"hello mrrao
thank you  do visit us again sir ",1
"hey ellora
glad you had fun time with your friends at our cafe do visit us again ",1
"hi somesh
thank you for leaving a rating for our cafe hope you had a good time here do visit us again for a better experience ",1
"hello soumya
thank you  the photos look awesome  we are glad that you had a good time at our cafe do visit us again ",1
"hi smita
thank you    do visit us again  ",1
"hey cm subudhi
please visit or call us to share your experience in detail do visit us in reality for a better experience next time ",1
"hey shankar
thank you for visiting our cafe hope you had a good time with your friend 
do share some pictures with us for a better experience next time  ",1
"heyyyy
thank you faaizah  it was good to have you on the floor hope to see you soon again ",1
"hey prateek
hope you had good time with your friends  thank you for the review and do visit us again  ",1
hey abhispa  thank you for rating us do visit us again wherein we can improve your experience with us see you soon ,1
hey azaad  thank you for visiting our cafe and reviewing us we will keep up the taste of coffee and food to appeal you ,1
thank you do visit again,1
"hey santosh kumar

delighted that your experience at our cafe was good thanks for rating us do visit us again with your friends and family",1
"hi aswin
thank you for rating your experience at our cafe 
do visit us again with your family for family",1
"hi dhiraj

we are pleased that our cafe has delighted you thank you for rating our food  more",1
"hi manoranjan

thank you for visiting our cafe and rating your experience with us do visit us  more",1
"hi rukuna

thank you for visiting our cafe and rating your experience here  more",1
"hey jina jena

wow were over the moon reading your kind words  it means the world to us to  more",1
hey there thanks a ton for taking the time to leave us a review were thrilled you had a good experience if theres anything specific you loved or think we can do better wed love to hear it hope to see you at think caffee again soon,1
hey soraj thanks a ton for the positive vibes  were thrilled to hear you had a great experience at think caffee your feedback is like a double espresso shot of motivation for us if theres anything specific you loved or think we could  more,1
hey rahul  wow were absolutely thrilled to hear youve had a positive experience with us your feedback means the world to our team here at think caffee were all about creating a cozy spot for our amazing customers like you got any  more,1
"hey manasi priya prusty

wow thanks a ton for leaving us such a fantastic review  were over the moon  more",1
hey ram  were over the moon to see your positive vibes shining through in your review it means the world to us your support fuels our passion for coffee and keeps us striving to serve up the best cup every time got any favorites or  more,1
hey satya dash  were over the moon to see your positive vibes about us thanks a ton for taking the time to share your experience your feedback is like a double shot of espresso to our motivation if theres anything specific you loved  more,1
hey sraban were thrilled to hear you enjoyed your time with us thanks a ton for the positive vibes if theres anything specific you loved or think we can do even better were all ears hope to see you back at think caffee soon  ,1
hey it seems like your review didnt come through  thanks a lot for taking the time though if you have any specific thoughts or suggestions wed love to hear them swing by anytime for your coffee fix ,1
"dear pritish

thank you for your great personal experience with us pritish  glad that you  more",1
"hi shashank

thank you for visiting our cafe and rating your experience here   more",1
"hello draishwarya

its a pleasure that your experience at our cafe was delightful we love to see  more",1
"hi suhani
we are delighted to know that you had a wonderful experience at our cafe thank you for rating your experience with us hope to see you around again with your  more",1
"hi badal

thank you for rating your experience at our cafe  more",1
"hi reshma
glad to know that you had delightful time here thank you for rating our food service and ambience see you again with your friends and family and do stay tuned for our social media updates ",1
"hi ispita

glad to know that you had delightful time here thank you for rating our food  more",1
hey there thanks a bunch for the positive vibes and taking the time to leave us a review were thrilled you had a great experience swing by anytime for your next coffee fix  ,1
hey suraj thanks a bunch for your positive vibes  were thrilled you enjoyed your experience got any favorites we should know about hope to see you back at think caffee soon  ,1
hey mrunmay das  were thrilled to see your positive vibes and feedback it means the world to us were all about creating those perfect coffee moments and it sounds like we hit the mark with you if theres anything more we can do to  more,1
hey bhuvan krishna  were thrilled to hear you had a positive experience with us your feedback means the world to the entire think caffee team were curious though was there anything in particular that stood out for you or perhaps  more,1
hey megha  thanks a ton for taking the time to leave us a review were over the moon to hear you had a positive experience with us  your feedback is like a double shot of espresso to our team  it really energizes us if theres  more,1
"dear salina

thank you for your great personal experience with us salina  glad that you had  more",1
"dear radharani

thank you for your great personal experience with us radharani  glad that you  more",1
"dear mamidipalli

thank you for your great personal experience with us mamidipalli  glad that  more",1
"dear saswat

we convey you about our services delay due to suddenly heavy orders we give  more",1
"dear upasana

thank you for your great personal experience with us upasana  glad that you  more",1
"dear sunayana

thank you for your great personal experience with us sunayana  glad that you  more",1
"dear sisinti

thank you for your great personal experience with us sisinti  glad that you  more",1
"dear rajendra

thank you for your great personal experience with us rajendra  glad that you  more",1
"dear ashutosh

we are disappointed with your rating as you said everything was great at our  more",1
"hi tina
glad you had a good experience at our cafe thank you for rating us do visit us again with your friends and family",1
"dear jeevanjyoti

thank you for your great personal experience with us jeevanjyoti  glad that  more",1
"dear raj rajeswari

thank you for your great personal experience with us raj rajeswari  glad that  more",1
"dear karthikeswar

thank you for your great personal experience with us karthikeswar  glad that  more",1
"dear tanushree

thank you for your great personal experience with us tanushree  glad that you  more",1
"dear srikar sj

thank you for your great personal experience with us srikar sj  glad that you  more",1
"dear khirod

thank you for your great personal experience with us khirod  glad that you had  more",1
"dear puspanjali

thank you for your great personal experience with us puspanjali  glad that you  more",1
"dear swayamprava

thank you for your great personal experience with us swayamprava  glad that  more",1
"dear lipsha

thank you for your great personal experience with us lipsha  glad that you had  more",1
"hello pragyanshree

thank you for your great personal experience with us pragyanshree  glad that  more",1
"hello sidhartha

thank you for your great personal experience with us sidhartha  glad that you  more",1
"hi aayush

thank you for your great personal experience with us aayush  glad that you had  more",1
"hi prasad

thank you for your great personal experience with us prasad  glad that you had  more",1
"hello kanha 

thanks for visit us as per your feedback at our think caffee counter food  more",1
"hi mahesh

thank you for your great personal experience with us mahesh  glad that you had  more",1
"hi bhagyapriya

thank you for your great personal experience with us bhagyapriya  glad that  more",1
"hi tapaswini

thank you for your great personal experience with us tapaswini  glad that you  more",1
"hi neetish

thank you for your great personal experience with us neetish  glad that you  more",1
"hey astha

thank you for rating you experience at our cafe with your family do visit us  more",1
"hey bhagyashree
thank you for visiting our cafe and rating your experience
would love to see you around again with your friends and family",1
"thank you very much arushi 

please do visit us with your friends and family and enjoy our great coffee food best services and great ambience",1
"thank you very much sidharth for your lovely experience at think caffee

we do appreciate for your great time at think caffee please do visit us again  more",1
"hi reet
good to know that you loved our food service and ambience too  see you again soon",1
"hey preeti

we are glad that you spent a merry tym at our cafe clicking pictures and  more",1
"hey namdeo

thats great that you spent a joyous evening time at our cafe thank you for  more",1
"hi sambhabi

thanks for rating your experience at our cafe
see you again with your friends and family",1
"thank you very much rukuna for your lovely experience at think caffee

we do appreciate for your great time at think caffee please do visit us again  more",1
"hi manisha
thank you for rating your experience at our cafe its a pleasure hosting you  do visit us again with your friends and family to enjoy our new menu favors and ambience",1
"hi dikshita 

hope youre not one of that group who take money and working for the competitor  more",1
"hi lingaraj

thank you for rating your experience at our cafe do visit us again with your  more",1
"dear priyansu

we are glad to know that your experience at our cafe has been awesome   more",1
"hi rasmita
loved your fun pics uploaded here 
thank you for rating your experience at our cafe do visit us again with your  more",1
"hi reshma

glad to know that you had a good time at our cafe  more",1
"hey sriya
thank you so much for visiting our cafe glad to know that you had a great experience  more",1
"hi dharma
thank you for rating your experience at our cafe 
stay tuned to our social media updates to know various events at cafe
see you again with your friends and family ",1
"hi sandhyarani
we are glad that you had a good time at our cafe do visit us again with your friends and family to explore our new menu ",1
"hi subhashree

thank you for visiting and rating our cafe do visit us again and enjoy your time with friends  family stay tuned for offers discounts and events at our cafe",1
"hi sangram

its great to know that you had a good experience at our cafe do visit us again with your friends and family to avail offers discounts and attend our social events ",1
"hello siddharth
thank you fir visiting and rating your experience at our cafe do visit us again with your friends and family to avail offers discounts and attend events",1
"hi swayamsmita
its great to know that you had a good experience at our cafe do visit us again with your friends and family to avail offers discount and attend events  thank you ",1
"hi lipika
thank you for rating your experience do visit us again with your friends   family and stay tuned to avail offers discounts and attend events",1
"hi pratik
we are glad to know that you had a good experience at our cafe do visit us again with your friends  family to avail discounts  offers also stay tuned for various events at our cafe thank you ",1
"hi jyotirmayee

glad to know that you had a wonderful experience at our cafe thank you for  more",1
"hey prakash
it was good to see you all enjoy with your friends  do visit us again with your friends and family",1
"hi shradha
thank you for rating us
do visit us again with your friends and family to explore more in our food  beverage menu stay tuned to our social updates to avail offers and discounts",1
"hello tushar
thank you for rating your experience at our cafe we are glad you had awesome time here  more",1
"hi akankshya
thank you for rating your experience at our cafe do visit us again with your friends and family  stay tuned for offers discounts and events ",1
"hi susrita
hope you have visited our cafe while sitting at your home as we have no bill in your name at our cafe  more",1
"hi sibananda
thank you for visiting our cafe and rating us hope you had a awesome experience here visit us again to avail discounts offers and to attend events ",1
"hi jyotirmayee
thank you for visiting us and rating your experience here
we are glad that you had a good time do visit us again to attend various events and to avail discounts and offers ",1
"hey phalguni
good to know that you had a good experience at our cafe thank you for rating us 
see you again",1
"hi shubham
thank you for visiting and rating our cafe  
do visit us again with your friends and family ",1
"hey ashok kumar
thank you for rating our cafe  we are glad that you had a good time at our cafe do visit us again with your friends and family",1
"hi bikash
thank you for rating our cafe we appreciate that you spent time at our cafe do visit our cafe again with your friends and family",1
"hi sthitapragnya
thank you for visiting and rating our cafe do visit again with your friends and family ",1
"hi umalakshmi
thank you for visiting our cafe and rating us we are glad you had a good timedo visit us again with your friends and family",1
"hi ashish
thank you for visiting our cafe and rating us do visit us again with your friends and family  ",1
"hi bikram
thank you for rating us do visit us again with your friends and family",1
"hey alok
glad to know that you had a good experience here at our cafe thank you for rating us  do visit us again with your friends and family",1
"hey bharath
we would not like our customers to have such experience can you walkin or call to discuss  your review",-1
"hello abhishek
we are happy that you had a delightful experience at our cafe do visit us again thank you ",1
"hello bhibhu
thank you for rating for our cafe we are glad you had a good experience here see you soon again ",1
